newest_detection,Month,Quarter,DOY,confidence,num_fires,centroid.latitude,centroid.longitude
2020-07-23T09:45:52+00:00,July,Q3,205,1,30,-11.97020245,37.82748182
2020-07-23T09:45:52+00:00,July,Q3,205,0.5,6,-12.06175333,38.10651417
2020-07-23T10:04:20+00:00,July,Q3,205,0.75,7,-12.8237038,37.2086066
2020-07-23T10:04:20+00:00,July,Q3,205,0.75,13,-12.89974846,37.07714669
2020-07-23T21:33:57+00:00,July,Q3,205,1,8,-12.49262313,37.44044738
2020-07-23T21:33:57+00:00,July,Q3,205,0.5,11,-12.51108227,37.25886109
2020-07-24T00:47:30+00:00,July,Q3,206,0.75,19,-12.27653142,37.69888495
2020-07-23T21:31:09+00:00,July,Q3,205,0.5,6,-11.38170833,38.69474333
2020-07-24T12:34:17+00:00,July,Q3,206,0.5,23,-11.70167617,37.96115196
2020-07-24T09:43:10+00:00,July,Q3,206,0.75,34,-11.56332462,38.64924692
2020-07-25T21:33:04+00:00,July,Q3,207,1,26,-11.68741068,38.64608616
2020-07-24T09:43:10+00:00,July,Q3,206,0.75,10,-11.63751111,37.52756333
2020-08-02T01:39:54+00:00,August,Q3,215,1,129,-11.7566993,37.86587265
2020-07-26T11:55:14+00:00,July,Q3,208,0.5,6,-11.73723617,38.15705317
2020-07-28T01:19:14+00:00,July,Q3,210,0.5,8,-11.61197238,38.09403775
2020-07-30T09:13:09+00:00,July,Q3,212,1,48,-11.64923528,37.89895528
2020-08-01T13:46:06+00:00,August,Q3,214,1,148,-12.45226418,38.11738965
2020-07-30T00:41:53+00:00,July,Q3,212,0.75,17,-11.41833229,38.60699143
2020-07-30T00:41:53+00:00,July,Q3,212,1,36,-11.48676685,38.15313537
2020-07-29T12:59:57+00:00,July,Q3,211,0.75,10,-11.6188794,37.8387829
2020-08-02T12:22:16+00:00,August,Q3,215,1,323,-11.46904906,38.30397143
2020-07-29T21:50:33+00:00,July,Q3,211,0.75,59,-11.60414992,38.48189519
2020-07-29T12:59:57+00:00,July,Q3,211,0.75,19,-12.36303005,38.20703526
2020-07-31T00:38:41+00:00,July,Q3,213,0.5,32,-11.47171916,38.59177172
2020-07-28T12:16:28+00:00,July,Q3,210,0.5,5,-11.599162,38.805646
2020-07-29T12:50:02+00:00,July,Q3,211,0.5,25,-11.708794,37.3537924
2020-07-29T01:02:05+00:00,July,Q3,211,0.75,39,-12.543327,37.38973583
2020-07-30T00:57:58+00:00,July,Q3,212,0.75,11,-11.49969509,38.23082745
2020-07-31T15:12:24+00:00,July,Q3,213,0.75,23,-11.8248307,38.7740756
2020-07-29T12:59:57+00:00,July,Q3,211,0.5,13,-12.10551123,37.79229238
2020-07-31T13:06:12+00:00,July,Q3,213,0.75,41,-12.85220641,36.71419076
2020-07-31T12:09:47+00:00,July,Q3,213,0.5,18,-12.1254571,37.8578861
2020-07-29T12:59:56+00:00,July,Q3,211,0.5,7,-12.80384557,37.03410271
2020-08-01T13:46:06+00:00,August,Q3,214,0.75,109,-12.51255127,37.29695911
2020-07-31T13:06:13+00:00,July,Q3,213,0.75,25,-12.79941348,36.80147895
2020-08-02T01:39:53+00:00,August,Q3,215,0.5,57,-11.37067039,38.33780783
2020-08-01T13:46:18+00:00,August,Q3,214,0.75,47,-11.39416066,38.67717514
2020-07-31T13:06:28+00:00,July,Q3,213,0.75,26,-11.85995269,36.59136169
2020-07-30T13:23:20+00:00,July,Q3,212,0.75,30,-11.5467925,38.6080944
2020-08-01T13:46:15+00:00,August,Q3,214,0.75,111,-11.81988037,37.18181852
2020-07-30T12:31:02+00:00,July,Q3,212,0.5,17,-12.37414429,37.06674212
2020-08-03T01:06:50+00:00,August,Q3,216,0.75,116,-12.71907277,37.01257517
2020-07-31T12:09:47+00:00,July,Q3,213,0.5,13,-12.02239238,37.99382208
2020-08-02T13:27:47+00:00,August,Q3,215,0.75,116,-12.42029808,38.28268346
2020-08-02T12:22:15+00:00,August,Q3,215,0.75,39,-11.7022515,37.83349836
2020-08-01T01:43:24+00:00,August,Q3,214,0.5,14,-11.58960686,38.61512686
2020-08-02T12:21:54+00:00,August,Q3,215,0.5,33,-11.4515887,37.8664554
2020-08-02T01:39:54+00:00,August,Q3,215,0.75,57,-11.55863465,37.79753873
2020-08-03T20:44:19+00:00,August,Q3,216,0.75,85,-12.34341956,38.35353213
2020-07-31T13:06:22+00:00,July,Q3,213,0.5,15,-12.32834187,36.33783733
2020-08-02T01:39:58+00:00,August,Q3,215,0.5,13,-12.68540962,37.26373177
2020-07-31T21:31:36+00:00,July,Q3,213,0.5,12,-12.90739425,36.94222767
2020-08-01T00:22:23+00:00,August,Q3,214,0.5,13,-12.21657208,38.03916646
2020-08-02T01:39:53+00:00,August,Q3,215,0.5,40,-11.37885818,38.6201603
2020-08-01T10:04:58+00:00,August,Q3,214,0.5,5,-12.5809206,36.2622162
2020-08-01T01:43:30+00:00,August,Q3,214,0.5,15,-12.46874233,37.7885432
2020-08-01T13:46:11+00:00,August,Q3,214,0.75,31,-12.04300081,38.0646471
2020-08-01T13:46:05+00:00,August,Q3,214,0.5,21,-12.58063295,37.45462243
2020-08-02T12:22:15+00:00,August,Q3,215,0.5,34,-11.83899165,37.87995847
2020-08-01T13:46:05+00:00,August,Q3,214,0.75,45,-12.48359763,38.19020788
2020-08-17T12:47:13+00:00,August,Q3,230,0.75,1389,-11.99061018,37.41609064
2020-08-04T00:59:09+00:00,August,Q3,217,0.5,14,-12.04545486,36.34841793
2020-08-06T15:31:21+00:00,August,Q3,219,0.75,88,-12.66390607,37.25048485
2020-08-03T13:03:45+00:00,August,Q3,216,0.5,15,-12.4031314,38.1488784
2020-08-04T13:33:51+00:00,August,Q3,217,0.5,31,-12.08937723,37.820978
2020-08-06T13:20:08+00:00,August,Q3,219,0.75,64,-12.60704913,37.41653253
2020-08-10T15:24:04+00:00,August,Q3,223,0.75,1007,-12.475917,37.12941832
2020-08-06T15:31:22+00:00,August,Q3,219,0.75,81,-11.52156563,38.26751002
2020-08-04T13:33:52+00:00,August,Q3,217,0.75,55,-11.94901373,37.98814315
2020-08-05T00:49:07+00:00,August,Q3,218,0.75,17,-12.33853265,37.18173612
2020-08-04T12:37:15+00:00,August,Q3,217,0.5,14,-12.68044929,37.13187507
2020-08-05T00:49:06+00:00,August,Q3,218,0.5,27,-12.1459127,37.81170304
2020-08-06T21:18:49+00:00,August,Q3,219,0.75,102,-12.6517872,37.5508038
2020-08-04T13:33:48+00:00,August,Q3,217,0.5,13,-12.33008808,38.12257577
2020-08-09T12:31:01+00:00,August,Q3,222,0.75,94,-11.50282397,37.859414
2020-08-06T00:36:54+00:00,August,Q3,219,0.75,47,-11.80031494,38.52716766
2020-08-05T12:22:23+00:00,August,Q3,218,0.5,24,-12.31691204,38.07054238
2020-08-04T13:33:50+00:00,August,Q3,217,0.5,7,-12.20522743,37.83340014
2020-08-05T00:49:06+00:00,August,Q3,218,0.5,7,-11.58606457,38.523859
2020-08-08T01:30:56+00:00,August,Q3,221,0.75,59,-11.7630514,37.56433921
2020-08-06T15:31:22+00:00,August,Q3,219,0.5,24,-12.03708029,37.75030771
2020-08-06T13:21:17+00:00,August,Q3,219,0.5,15,-11.90299087,36.62564207
2020-08-10T09:29:53+00:00,August,Q3,223,0.75,153,-12.0373481,36.27480196
2020-08-06T15:31:22+00:00,August,Q3,219,0.5,9,-12.07873711,36.92600711
2020-08-06T15:46:56+00:00,August,Q3,219,0.5,31,-11.57962871,35.8133471
2020-08-09T11:56:04+00:00,August,Q3,222,0.75,148,-11.61547038,36.05627282
2020-08-11T00:37:00+00:00,August,Q3,224,0.75,250,-12.32563656,38.16807906
2020-08-11T02:02:18+00:00,August,Q3,224,0.75,145,-11.73328776,37.75772608
2020-08-08T01:25:28+00:00,August,Q3,221,0.75,84,-11.87840178,38.77762469
2020-08-09T12:56:27+00:00,August,Q3,222,0.75,159,-12.24513472,37.73401467
2020-08-06T15:31:22+00:00,August,Q3,219,0.5,8,-11.48820775,38.55045425
2020-08-06T15:46:57+00:00,August,Q3,219,0.5,71,-11.52654342,35.80610944
2020-08-09T12:56:37+00:00,August,Q3,222,0.5,17,-11.75176717,36.74178317
2020-08-21T13:22:17+00:00,August,Q3,221,0.75,1530,-11.98055335,38.34997269
2020-08-07T23:48:16+00:00,August,Q3,220,0.5,7,-12.38539957,38.02198014
2020-08-08T13:13:03+00:00,August,Q3,221,0.5,23,-12.75114356,36.89321044
2020-08-10T00:54:09+00:00,August,Q3,223,0.75,68,-11.46485476,38.39617386
2020-08-07T13:28:56+00:00,August,Q3,220,0.5,17,-11.65920688,36.86794147
2020-08-10T12:35:14+00:00,August,Q3,223,0.75,168,-11.67596269,38.10241069
2020-08-10T15:24:03+00:00,August,Q3,223,0.75,92,-12.3941581,37.97398538
2020-08-06T15:31:22+00:00,August,Q3,219,0.5,5,-11.956069,38.0461312
2020-08-06T15:31:22+00:00,August,Q3,219,0.5,5,-11.9319564,38.7627846
2020-08-09T12:56:26+00:00,August,Q3,222,0.75,67,-12.35004589,38.03587355
2020-08-13T15:58:05+00:00,August,Q3,226,0.75,99,-12.70222989,36.96197321
2020-08-08T13:13:26+00:00,August,Q3,221,0.5,20,-11.64079028,35.867907
2020-08-09T12:56:28+00:00,August,Q3,222,0.5,28,-12.40951471,36.48938818
2020-08-07T12:37:31+00:00,August,Q3,220,0.75,14,-11.82591407,37.8632445
2020-08-07T01:46:31+00:00,August,Q3,220,0.75,9,-11.66278222,38.04484344
2020-08-09T12:56:28+00:00,August,Q3,222,0.5,18,-12.18243988,37.86985335
2020-08-09T01:05:30+00:00,August,Q3,222,0.75,21,-11.81050686,38.7519561
2020-08-08T13:13:05+00:00,August,Q3,221,0.5,60,-12.59229685,37.295919
2020-08-07T13:28:38+00:00,August,Q3,220,0.5,14,-12.70604829,36.82037629
2020-08-08T13:13:03+00:00,August,Q3,221,0.75,65,-12.61203657,37.58823803
2020-08-09T12:56:22+00:00,August,Q3,222,0.5,48,-12.80002162,36.75631355
2020-08-10T08:52:43+00:00,August,Q3,223,0.75,229,-12.48305638,38.25838115
2020-08-11T13:03:29+00:00,August,Q3,224,0.75,245,-12.79866239,36.88336085
2020-08-10T15:23:57+00:00,August,Q3,223,0.75,76,-12.7688201,37.29417754
2020-08-14T01:08:01+00:00,August,Q3,227,0.75,163,-12.330819,37.91161495
2020-08-07T13:28:45+00:00,August,Q3,220,0.5,7,-12.14622014,37.62722557
2020-08-08T01:25:29+00:00,August,Q3,221,0.5,18,-12.18832544,37.80106956
2020-08-08T01:25:28+00:00,August,Q3,221,0.5,12,-11.95242767,37.74721058
2020-08-08T13:13:19+00:00,August,Q3,221,0.5,12,-11.89640358,36.35370775
2020-08-08T13:13:10+00:00,August,Q3,221,0.5,47,-12.27562017,37.21351955
2020-08-07T13:28:56+00:00,August,Q3,220,0.5,18,-11.82160839,35.96142644
2020-08-09T11:56:04+00:00,August,Q3,222,0.75,21,-11.4463829,38.58534981
2020-08-07T13:28:38+00:00,August,Q3,220,0.75,31,-12.54108345,37.90127826
2020-08-09T12:56:25+00:00,August,Q3,222,0.75,394,-12.50331471,38.08812499
2020-08-09T01:15:55+00:00,August,Q3,222,0.75,22,-11.31065373,38.85500464
2020-08-08T13:13:16+00:00,August,Q3,221,0.5,9,-11.82274989,37.94099533
2020-08-08T12:12:47+00:00,August,Q3,221,0.5,5,-12.5670094,36.6662044
2020-08-09T01:15:57+00:00,August,Q3,222,0.5,27,-11.98574519,38.01262859
2020-08-10T15:23:55+00:00,August,Q3,223,0.75,220,-12.92708975,36.91425223
2020-08-08T13:13:24+00:00,August,Q3,221,0.5,18,-11.68597028,36.16870544
2020-08-09T01:15:58+00:00,August,Q3,222,0.75,32,-11.91154506,36.13532669
2020-08-08T13:13:14+00:00,August,Q3,221,0.5,31,-11.93079948,37.97142445
2020-08-09T14:43:30+00:00,August,Q3,222,0.75,31,-12.73381723,36.75679581
2020-08-09T12:56:27+00:00,August,Q3,222,0.75,20,-12.4127675,37.1664836
2020-08-10T12:35:14+00:00,August,Q3,223,0.75,160,-11.57176923,38.16591234
2020-08-11T00:36:59+00:00,August,Q3,224,0.75,43,-11.77548252,37.38608258
2020-08-09T12:56:35+00:00,August,Q3,222,0.5,16,-11.89870063,36.1118755
2020-08-11T13:03:36+00:00,August,Q3,224,0.5,42,-12.38273212,37.12523892
2020-08-11T00:36:59+00:00,August,Q3,224,0.5,23,-11.63910617,38.4645527
2020-08-11T00:37:00+00:00,August,Q3,224,0.75,91,-12.67493791,36.87028413
2020-08-09T12:56:20+00:00,August,Q3,222,0.5,18,-12.99754061,36.73590133
2020-08-09T14:43:25+00:00,August,Q3,222,0.5,36,-13.14685575,36.33594297
2020-08-09T14:43:55+00:00,August,Q3,222,0.5,12,-11.4762545,35.89509083
2020-08-09T12:56:23+00:00,August,Q3,222,0.5,38,-12.65064968,37.66135352
2020-08-10T12:36:44+00:00,August,Q3,223,0.5,8,-12.53367088,37.75738813
2020-08-10T15:24:35+00:00,August,Q3,223,0.75,12,-11.51575792,35.86833025
2020-08-15T12:40:39+00:00,August,Q3,228,0.5,103,-11.66242216,38.2322095
2020-08-12T13:38:49+00:00,August,Q3,225,0.75,66,-12.76948659,36.82779841
2020-08-12T12:47:21+00:00,August,Q3,225,0.5,31,-11.74106303,36.4298119
2020-08-11T13:03:37+00:00,August,Q3,224,0.5,6,-12.4614145,36.30594367
2020-08-13T15:58:00+00:00,August,Q3,226,0.5,19,-13.05315617,36.67766125
2020-08-14T13:49:51+00:00,August,Q3,227,0.5,12,-11.57388818,35.83983891
2020-08-14T01:23:45+00:00,August,Q3,227,0.75,41,-12.46531405,36.92049905
2020-08-21T00:48:13+00:00,August,Q3,234,0.75,209,-12.18608547,37.50772869
2020-08-16T13:09:33+00:00,August,Q3,229,0.5,112,-12.55211391,37.71156584
2020-08-14T13:02:36+00:00,August,Q3,227,0.5,29,-11.47773369,35.80205576
2020-08-20T12:43:40+00:00,August,Q3,233,0.75,412,-12.57525271,36.97456529
2020-08-16T00:45:15+00:00,August,Q3,229,0.75,67,-12.13007983,37.77673828
2020-08-16T13:09:45+00:00,August,Q3,229,0.75,221,-11.90148122,37.11769835
2020-08-14T01:23:42+00:00,August,Q3,227,0.75,14,-12.23350986,38.55373271
2020-08-19T13:48:48+00:00,August,Q3,232,0.75,185,-12.41773978,37.89242134
2020-08-16T12:23:41+00:00,August,Q3,229,0.5,98,-11.54172211,37.83247787
2020-08-15T13:28:06+00:00,August,Q3,228,0.5,14,-12.23143971,36.13037443
2020-08-19T13:48:58+00:00,August,Q3,232,0.75,930,-11.74738884,37.28126439
2020-08-16T00:45:17+00:00,August,Q3,229,0.75,25,-12.72225788,37.24303284
2020-08-16T13:09:34+00:00,August,Q3,229,0.5,24,-12.56391221,37.50520054
2020-08-16T13:09:41+00:00,August,Q3,229,0.5,40,-12.33359025,36.4086628
2020-08-17T13:43:59+00:00,August,Q3,230,0.75,207,-12.80313915,37.27920555
2020-08-17T01:51:41+00:00,August,Q3,230,0.5,22,-12.800401,36.77643218
2020-08-16T00:45:13+00:00,August,Q3,229,0.5,6,-11.384659,38.834514
2020-08-16T00:45:14+00:00,August,Q3,229,0.75,11,-11.685059,37.03137509
2020-08-16T13:09:43+00:00,August,Q3,229,0.5,41,-12.23893702,36.01680556
2020-08-16T13:09:52+00:00,August,Q3,229,0.5,26,-11.67156615,35.83343192
2020-08-19T13:48:46+00:00,August,Q3,232,0.75,114,-12.79243545,36.68824417
2020-08-17T01:51:39+00:00,August,Q3,230,0.5,38,-11.71871995,37.36537139
2020-08-22T00:30:57+00:00,August,Q3,235,0.75,89,-12.64314983,36.83495673
2020-08-19T12:12:44+00:00,August,Q3,232,0.75,49,-12.12329088,37.46846422
2020-08-20T00:49:18+00:00,August,Q3,233,0.5,25,-11.93842667,37.26319976
2020-08-19T01:09:47+00:00,August,Q3,232,0.5,26,-12.65680478,37.62081906
2020-08-19T01:09:46+00:00,August,Q3,232,0.5,20,-11.9849571,37.88219225
2020-08-19T09:36:56+00:00,August,Q3,232,0.5,4,-13.06718275,36.6926955
2020-08-19T21:34:01+00:00,August,Q3,232,0.5,17,-12.73939006,36.80786559
2020-08-19T12:12:45+00:00,August,Q3,232,0.75,23,-11.9857143,37.82516291
2020-08-19T09:37:00+00:00,August,Q3,232,0.5,8,-12.13525625,37.025098
2020-08-19T13:48:44+00:00,August,Q3,232,0.5,30,-12.96123,36.84978113
2020-08-19T13:48:52+00:00,August,Q3,232,0.5,16,-11.96792644,38.77631719
2020-08-20T12:43:43+00:00,August,Q3,233,0.5,8,-11.86189113,37.85278438
2020-08-21T13:22:19+00:00,August,Q3,234,0.75,36,-12.06003714,37.44056428
2020-08-21T13:22:29+00:00,August,Q3,234,0.5,12,-11.59727625,36.07292375
2020-08-21T00:50:23+00:00,August,Q3,234,0.5,14,-12.71613543,37.07158929
2020-08-21T21:44:18+00:00,August,Q3,234,0.5,9,-12.55057644,36.90008956
2020-08-28T13:42:20+00:00,August,Q3,241,0.5,75,-12.51024329,37.43694971
2020-08-26T21:10:33+00:00,August,Q3,239,0.75,45,-11.71769676,37.06533507
2020-08-25T13:39:11+00:00,August,Q3,238,0.5,9,-11.714193,38.09206489
2020-08-29T01:27:30+00:00,August,Q3,242,0.75,92,-11.93040231,37.17480157
2020-08-26T00:52:14+00:00,August,Q3,239,0.5,16,-12.22299375,37.69803088
2020-08-25T13:39:13+00:00,August,Q3,238,0.5,8,-11.81810725,36.83888913
2020-08-26T21:42:28+00:00,August,Q3,239,0.75,36,-12.45616192,37.02122644
2020-08-26T08:37:42+00:00,August,Q3,239,0.75,9,-11.94509344,37.80309467
2020-08-26T10:08:05+00:00,August,Q3,239,0.75,30,-11.87250243,37.87404623
2020-08-30T01:02:53+00:00,August,Q3,243,0.75,37,-12.60369871,37.05697848
2020-08-27T14:32:47+00:00,August,Q3,240,0.5,10,-11.9864416,36.7702005
2020-08-28T13:42:18+00:00,August,Q3,241,0.5,16,-12.79165281,37.1149415
2020-08-29T01:27:30+00:00,August,Q3,242,0.5,66,-11.78832595,37.03091032
2020-09-04T13:05:38+00:00,September,Q3,248,0.75,302,-12.86230883,37.18615487
2020-08-28T13:42:32+00:00,August,Q3,241,0.5,23,-11.4517067,38.77465935
2020-09-03T00:11:53+00:00,September,Q3,247,0.75,322,-11.61245964,35.96908676
2020-08-29T01:27:31+00:00,August,Q3,242,0.5,6,-12.70912783,37.30301783
2020-09-02T00:25:14+00:00,September,Q3,246,0.5,65,-11.90650731,37.22634069
2020-09-03T12:27:29+00:00,September,Q3,247,0.75,581,-12.00721227,37.8682158
2020-08-30T01:02:53+00:00,August,Q3,243,0.5,30,-12.8397403,36.81164683
2020-08-30T01:02:53+00:00,August,Q3,243,0.75,33,-13.00682127,36.63846091
2020-09-01T13:10:14+00:00,September,Q3,245,0.75,139,-13.05434313,36.58356429
2020-09-01T13:10:25+00:00,September,Q3,245,0.75,41,-12.27153138,36.21387923
2020-09-13T13:39:23+00:00,September,Q3,257,0.75,538,-11.80958206,36.16189963
2020-09-06T13:16:48+00:00,September,Q3,250,0.75,401,-12.51790901,36.87269219
2020-08-31T13:26:51+00:00,August,Q3,244,0.5,11,-12.16539618,36.18744727
2020-09-02T12:49:02+00:00,September,Q3,246,0.75,58,-12.17624665,37.11006498
2020-09-02T12:49:11+00:00,September,Q3,246,0.5,34,-11.89126964,36.15016727
2020-09-02T00:25:14+00:00,September,Q3,246,0.75,51,-12.13437986,38.53707106
2020-09-02T00:25:13+00:00,September,Q3,246,0.5,22,-11.47805209,38.75552814
2020-09-07T00:38:18+00:00,September,Q3,251,0.75,195,-12.17863635,36.4161328
2020-09-02T11:56:54+00:00,September,Q3,246,0.5,19,-11.71207632,36.78826484
2020-09-01T00:45:47+00:00,September,Q3,245,0.5,9,-12.55122289,37.50824056
2020-09-01T13:10:18+00:00,September,Q3,245,0.75,93,-12.66248544,36.85465719
2020-09-05T12:44:45+00:00,September,Q3,249,0.5,51,-12.37992629,36.298414
2020-09-03T03:10:36+00:00,September,Q3,247,0.75,71,-12.83900589,37.03756325
2020-09-02T21:18:09+00:00,September,Q3,246,0.5,5,-12.153618,37.827576
2020-09-08T13:33:11+00:00,September,Q3,252,0.75,422,-12.69981561,36.78294428
2020-09-03T03:10:32+00:00,September,Q3,247,0.75,105,-11.84030083,37.58534515
2020-09-02T09:05:19+00:00,September,Q3,246,0.75,12,-12.41701392,37.76023608
2020-09-12T13:05:32+00:00,September,Q3,256,0.75,1491,-12.98321605,36.64233095
2020-09-04T13:05:39+00:00,September,Q3,248,0.5,35,-12.81914794,36.83841821
2020-09-03T03:10:36+00:00,September,Q3,247,0.5,12,-12.69492567,37.46742783
2020-09-07T00:38:18+00:00,September,Q3,251,0.5,37,-11.93500414,36.01753229
2020-09-06T00:48:49+00:00,September,Q3,250,0.5,40,-12.10032041,36.97032238
2020-09-06T00:48:46+00:00,September,Q3,250,0.5,88,-11.45174077,35.84106513
2020-09-03T12:37:01+00:00,September,Q3,247,0.75,25,-11.88562044,38.01493848
2020-09-07T00:29:43+00:00,September,Q3,251,0.75,89,-12.73733863,37.41535721
2020-09-03T03:10:36+00:00,September,Q3,247,0.75,40,-12.55496338,36.8010465
2020-09-04T01:10:37+00:00,September,Q3,248,0.5,4,-11.72135225,36.19851025
2020-09-05T13:36:31+00:00,September,Q3,249,0.75,59,-11.53377175,35.97365485
2020-09-07T12:02:31+00:00,September,Q3,251,0.5,121,-12.95082936,36.69333228
2020-09-08T12:35:58+00:00,September,Q3,252,0.75,112,-11.60469658,35.89078677
2020-09-07T02:00:12+00:00,September,Q3,251,0.75,48,-12.11382673,38.64855497
2020-09-04T13:05:46+00:00,September,Q3,248,0.75,29,-12.25328634,38.11354169
2020-09-06T00:48:46+00:00,September,Q3,250,0.75,44,-11.97917954,38.54781403
2020-09-06T00:48:54+00:00,September,Q3,250,0.75,91,-12.70239429,37.33892713
2020-09-05T13:35:46+00:00,September,Q3,249,0.5,78,-12.58635819,37.64355555
2020-09-04T13:05:46+00:00,September,Q3,248,0.5,11,-12.28003864,38.08323455
2020-09-05T13:35:39+00:00,September,Q3,249,0.75,159,-13.0581995,36.73922829
2020-09-05T12:44:37+00:00,September,Q3,249,0.75,35,-12.78313746,36.44484097
2020-09-06T02:20:41+00:00,September,Q3,250,0.5,50,-11.79935896,36.3034095
2020-09-05T01:03:30+00:00,September,Q3,249,0.5,15,-12.45134667,36.89609507
2020-09-05T12:44:41+00:00,September,Q3,249,0.5,22,-12.53217864,36.74247941
2020-09-10T01:18:09+00:00,September,Q3,254,0.75,220,-12.92809271,36.85873162
2020-09-05T13:35:51+00:00,September,Q3,249,0.5,18,-12.55340278,36.56922183
2020-09-04T21:14:39+00:00,September,Q3,248,0.5,15,-12.62708867,36.29108807
2020-09-06T00:48:54+00:00,September,Q3,250,0.5,51,-12.61927082,36.56407476
2020-09-06T21:17:07+00:00,September,Q3,250,0.5,6,-12.1827445,37.81015175
2020-09-05T13:35:48+00:00,September,Q3,249,0.5,12,-12.72829075,36.37790508
2020-09-29T12:47:45+00:00,September,Q3,273,0.75,1978,-12.37069104,37.05796436
2020-09-09T01:19:04+00:00,September,Q3,253,0.75,90,-12.44698859,38.09563253
2020-09-06T08:19:30+00:00,September,Q3,250,0.75,24,-12.87438721,37.01608321
2020-09-06T12:23:51+00:00,September,Q3,250,0.75,105,-12.00447101,37.55893715
2020-09-05T12:45:07+00:00,September,Q3,249,0.5,8,-11.49732763,35.97894438
2020-09-06T00:48:53+00:00,September,Q3,250,0.5,36,-12.62086806,37.55839403
2020-09-05T12:44:49+00:00,September,Q3,249,0.5,19,-11.83665442,38.60113558
2020-09-06T12:23:50+00:00,September,Q3,250,0.5,18,-12.1177915,37.73513061
2020-09-12T00:40:52+00:00,September,Q3,256,0.5,143,-12.27181038,37.296422
2020-09-06T00:48:48+00:00,September,Q3,250,0.5,12,-12.02407008,37.00203517
2020-09-05T12:44:48+00:00,September,Q3,249,0.5,17,-12.18598094,36.80820741
2020-09-05T13:36:18+00:00,September,Q3,249,0.5,12,-11.83565117,36.21087383
2020-09-06T00:48:52+00:00,September,Q3,250,0.5,22,-12.32506914,36.19505223
2020-09-05T13:35:54+00:00,September,Q3,249,0.5,49,-12.55058055,36.31802063
2020-09-05T13:35:48+00:00,September,Q3,249,0.5,8,-12.76902175,36.21266813
2020-09-05T13:35:48+00:00,September,Q3,249,0.5,17,-12.74403706,36.52794812
2020-09-05T13:35:42+00:00,September,Q3,249,0.5,15,-12.92487153,36.73185053
2020-09-05T13:35:54+00:00,September,Q3,249,0.5,10,-12.5395333,36.2273206
2020-09-08T21:06:09+00:00,September,Q3,252,0.75,93,-12.29055309,38.47691655
2020-09-06T00:51:19+00:00,September,Q3,250,0.5,25,-12.88812188,36.83057128
2020-09-07T00:38:18+00:00,September,Q3,251,0.75,35,-11.92161106,36.10601974
2020-09-06T13:16:54+00:00,September,Q3,250,0.5,9,-12.26036289,36.30027722
2020-09-09T13:13:42+00:00,September,Q3,253,0.75,54,-11.74686063,37.91885751
2020-09-09T13:13:14+00:00,September,Q3,253,0.75,86,-12.83587464,36.66209753
2020-09-08T01:38:57+00:00,September,Q3,252,0.5,13,-12.83318369,36.93115138
2020-09-08T01:38:50+00:00,September,Q3,252,0.75,21,-11.48738519,37.92173157
2020-09-07T12:55:43+00:00,September,Q3,251,0.75,7,-12.368497,36.33691543
2020-09-08T12:35:50+00:00,September,Q3,252,0.5,13,-12.12161808,36.07863254
2020-09-12T13:05:45+00:00,September,Q3,256,0.75,82,-12.23677923,37.25898646
2020-09-14T12:23:37+00:00,September,Q3,258,0.75,136,-12.75861037,36.99414993
2020-09-10T13:42:27+00:00,September,Q3,254,0.75,33,-12.84341541,36.84402159
2020-09-09T13:13:22+00:00,September,Q3,253,0.5,11,-12.69398733,36.05975678
2020-09-08T01:38:52+00:00,September,Q3,252,0.75,9,-11.84929478,36.21042011
2020-09-09T01:19:08+00:00,September,Q3,253,0.75,82,-12.96870892,36.94376744
2020-09-10T01:17:18+00:00,September,Q3,254,0.75,28,-12.76818871,36.73122971
2020-09-09T13:13:15+00:00,September,Q3,253,0.75,48,-12.67485823,37.42333781
2020-09-09T13:13:14+00:00,September,Q3,253,0.5,12,-12.73562658,37.37658675
2020-09-10T01:17:14+00:00,September,Q3,254,0.75,33,-11.8930371,38.55852987
2020-09-11T12:31:14+00:00,September,Q3,255,0.5,41,-12.15917114,38.18025871
2020-09-13T13:40:48+00:00,September,Q3,257,0.75,77,-11.71180695,37.222139
2020-09-10T01:18:09+00:00,September,Q3,254,0.75,11,-12.910376,36.76138645
2020-09-13T01:51:17+00:00,September,Q3,257,0.75,104,-12.6626785,37.6105385
2020-09-10T12:55:21+00:00,September,Q3,254,0.5,10,-11.8769108,36.6150142
2020-09-09T21:50:06+00:00,September,Q3,253,0.5,15,-12.17640647,37.26311867
2020-09-10T01:17:15+00:00,September,Q3,254,0.5,8,-12.41505025,38.05661663
2020-09-09T13:13:32+00:00,September,Q3,253,0.5,12,-12.17059133,37.29835542
2020-09-10T01:18:07+00:00,September,Q3,254,0.5,72,-12.74840671,37.12730531
2020-09-14T12:23:38+00:00,September,Q3,258,0.75,57,-12.63377076,36.64498417
2020-09-09T13:13:30+00:00,September,Q3,253,0.5,7,-12.41020914,36.218391
2020-09-09T12:15:56+00:00,September,Q3,253,0.5,9,-12.29239722,36.121716
2020-09-09T13:13:14+00:00,September,Q3,253,0.5,7,-12.73132743,37.30472443
2020-09-09T13:13:20+00:00,September,Q3,253,0.5,20,-12.50260835,37.5812921
2020-09-11T13:23:47+00:00,September,Q3,255,0.5,30,-12.25536517,37.66561106
2020-09-10T21:15:20+00:00,September,Q3,254,0.75,26,-12.39768196,36.99025746
